player_id,name,position,number,instagram_url,profile_format,profile_detail
440159,G. Kukonki,Defender,12,,,
37145,T. Malacia,Defender,12,https://www.instagram.com/tyrellmalacia/,,
382452,P. Dorgu,Defender,13,https://www.instagram.com/patrickdorgu/,,
342970,L. Yoro,Defender,15,https://www.instagram.com/lenyyoro/,labelled_lines_v1,"生まれ::2005年11月13日、フランス・サンモーリス
国籍::フランス
ポジション::センターバック
身長・利き足::190cm / 右利き
経歴::アルフォールヴィル、ヴィルヌーヴ＝ダスクを経てリールの下部組織に加入。2022年5月に16歳6か月でリーグ・アンデビューし、クラブ史でも屈指の若さでトップチームへ到達しました。
2022-2024: リール。2023-24シーズンに完全定着し、リーグ戦32試合に出場。カンファレンスリーグでも経験を積み、リーグ・アン年間ベストイレブンに選ばれました。
2024-: マンチェスター・ユナイテッド。2024年7月に加入し、10代最高額級とされる移籍金で迎えられた次世代CBです。
移籍金::リールからマンチェスター・ユナイテッドへの移籍金は、報道ベースで約6200万ユーロ（約5220万ポンド）規模とされています。
特徴::リーチの長さと加速力を兼ね備えた守備者で、前に出て潰す守備と背走対応の両方を高水準でこなします。対人で体をぶつけるだけでなく、パスコースを消しながら奪い切るのが上手いタイプです。
監督・選手の発言::マンチェスター・ユナイテッド公式は加入時点で「世界でもっとも高く評価される若手CBの一人」と紹介しました。リール時代にはパウロ・フォンセカ監督から、16歳で先発した段階で「とても良い試合をした。多くの個性とキャラクターを示した」と高く評価されています。
記録::2023-24シーズンは10代ながらリーグ・アンで主軸を張り、年間ベストイレブン入りを達成しました。欧州主要リーグのU-20世代CBとしては、守備デュエル勝率の高さでも注目を集めた時期があります。
面白いエピソード::名前の「レニー」は、母親が好きだった歌手レニー・クラヴィッツに由来します。本人はその後、リールでプロ契約を結んだ際にユースリーグで付けていた15番をそのまま愛用する流れにもつなげました。
意外な経歴::父アラン・ヨロもリールのリザーブでプレーした元選手で、弟たちも育成年代でサッカーを続けています。家族全体でフランス北部のフットボール文化に深く根差したバックグラウンドを持つCBです。"
891,L. Shaw,Defender,23,https://www.instagram.com/lukeshaw23/,labelled_lines_v1,"生まれ::1995年7月12日、イングランド・キングストン・アポン・テムズ
国籍::イングランド
ポジション::左サイドバック / センターバック
身長・利き足::178cm / 左利き
経歴::サウサンプトンの下部組織で育ち、2012年に16歳でトップデビュー。2013-14シーズンにはプレミア屈指の若手SBとして評価され、PFA年間ベストイレブンにも選ばれました。
2014-: マンチェスター・ユナイテッド。2014年夏に加入し、当時は10代選手として世界最高額級とされた移籍で注目を集めました。
移籍金::サウサンプトンからマンチェスター・ユナイテッドへの移籍金は、当時約3000万ポンドと報じられています。
特徴::上下動の多さと左足のクロス精度に加え、運ぶドリブルでも前進できる左SBです。近年は左CBでも起用され、ビルドアップ時の安定感も評価されています。
監督・選手の発言::長年のマンチェスター・ユナイテッド在籍を通じて、歴代監督からコンディションが整ったときの総合力を高く買われてきました。イングランド代表でも2021年のEUROでは左サイドの主力となり、大舞台での信頼を証明しています。
記録::2013-14シーズンのPFA年間ベストイレブン選出に加え、2018-19シーズンにはマンチェスター・ユナイテッドの選手間投票MVPとサー・マット・バスビー年間最優秀選手を受賞しました。EURO 2020決勝では大会決勝史上最速ゴールも記録しています。
面白いエピソード::2015年9月のPSV戦では痛々しいダブル骨折で長期離脱を強いられましたが、そこからトップレベルへ戻ってきた復活劇はキャリアの象徴です。大怪我を境に終わらず、代表でもクラブでも再び主力へ返り咲きました。
意外な経歴::幼少期はチェルシーのファンで、アシュリー・コールに憧れていたことで知られています。実際にチェルシーの育成センターにも通いましたが正式加入には至らず、サウサンプトン経由で大成しました。"
402329,A. Heaven,Defender,26,,labelled_lines_v1,"生まれ::2006年9月22日、イングランド・ロンドン
国籍::イングランド
ポジション::センターバック
身長・利き足::189cm / 左利き
経歴::ウェストハムのアカデミーで育ち、2019年にアーセナルの下部組織へ移籍。年代別で評価を高め、2024年にはトップチームのプレシーズンにも帯同しました。
2024-2025: アーセナル。2024年10月のプレストン戦でトップデビューを果たし、将来有望な左利きCBとして注目されました。
2025-: マンチェスター・ユナイテッド。2025年2月に加入し、FAカップとプレミアリーグで早々にトップチーム出場を記録しています。
移籍金::アーセナルからマンチェスター・ユナイテッドへの移籍金は非公表ですが、育成世代の有望株として引き抜かれました。
特徴::左利きのCBらしく、左足での持ち出しと縦パスに落ち着きがあります。対人守備ではリーチを生かしつつ、外に追い込みながら対応するチャネル守備にも適性があります。
監督・選手の発言::アーセナル時代にはミケル・アルテタ監督がプレシーズンで個別に称賛した若手の一人でした。マンチェスター・ユナイテッド移籍後も、早い段階でトップチーム出場が与えられていること自体が期待値の高さを示しています。
記録::2025年12月のニューカッスル戦ではクリーンシート達成に貢献し、プレミアリーグのプレーヤー・オブ・ザ・マッチを受賞しました。10代のCBがビッグクラブでリーグ戦MOM級の評価を得た点は大きなトピックです。
面白いエピソード::アーセナルの下部組織出身で、本人も少年時代はアーセナルのファンでした。その選手がトップデビューから間もなくマンチェスター・ユナイテッドへ移る流れは、サポーター目線でもかなり複雑な経歴です。
意外な経歴::イングランド世代別代表でプレーしていますが、家族ルーツからガーナ代表資格も持っています。左利きCBとしての希少性もあり、将来的には代表選択の行方も注目点になり得ます。"
19220,M. Mount,Midfielder,7,https://www.instagram.com/masonmount/,,
1485,Bruno Fernandes,Midfielder,8,https://www.instagram.com/brunofernandes8/,labelled_lines_v1,"生まれ::1994年9月8日、ポルトガル・マイア
国籍::ポルトガル
ポジション::アタッキングミッドフィルダー
身長・利き足::179cm / 右利き
経歴::インフェスタ、ボアヴィスタで育ち、2012年にイタリア2部ノヴァーラへ移籍。ウディネーゼ、サンプドリアを経て、2017年にスポルティングCPへ加入しました。
2017-2020: スポルティングCP。2018-19シーズンには公式戦33得点を記録し、欧州でも屈指の得点力を持つMFとして一気に名を上げました。
2020-: マンチェスター・ユナイテッド。2020年1月に加入して以降、得点源とゲームメイカーを兼ねる中心選手として長く君臨し、現在は主将も務めています。
移籍金::スポルティングCPからマンチェスター・ユナイテッドへの移籍金は、初期額約5500万ユーロと報じられています。
特徴::ラストパス、ミドルシュート、プレースキックのすべてで脅威になれる攻撃的MFです。リスクを恐れず縦に刺す判断が多く、試合のテンポそのものを自分で引き上げられます。
監督・選手の発言::マンチェスター・ユナイテッドでは加入直後から攻撃の顔として扱われ、複数の監督体制をまたいでも中心性を失っていません。ポルトガル代表でも創造性と決定力を兼ねる司令塔として、ブルーノにボールを預ける設計が続いています。
記録::スポルティング時代の2018-19シーズン33得点は、ポルトガル人MFとしても欧州のMFとしても突出したシーズンとして記憶されています。マンチェスター・ユナイテッドでは加入初年度から短期間でゴールとアシストを量産し、2020年のFSA年間最優秀選手にも選ばれました。
面白いエピソード::幼い頃からマンチェスター・ユナイテッドを応援していたことで知られ、将来の加入先として憧れていたクラブに自分が主将として立つところまで辿り着きました。子どもの頃の応援先と現在の役割が直結している選手です。
意外な経歴::ポルトガル国内の名門ポルトではなく、通学の都合で交通支援のあったボアヴィスタを選んで育成年代を過ごしました。環境面の現実的な判断が、結果的にエリート街道と少し違うルートを作っています。"
383770,J. Fletcher,Midfielder,10,,,
1165,Matheus Cunha,Midfielder,10,https://www.instagram.com/matheuscunha/,labelled_lines_v1,"生まれ::1999年5月27日、ブラジル・ジョアンペソア
国籍::ブラジル
ポジション::フォワード / アタッキングミッドフィルダー / ウイング
身長・利き足::183cm / 右利き
経歴::コリチーバの育成組織から17歳で欧州へ渡り、2017年にシオンへ加入。スイスで頭角を現した後、RBライプツィヒ、ヘルタ・ベルリン、アトレティコ・マドリーと渡り歩きました。
2023-2025: ウォルヴァーハンプトン。ローン加入から完全移籍へ移行し、2024-25シーズンにはリーグ15得点で自己最多を更新するなどエース格として活躍しました。
2025-: マンチェスター・ユナイテッド。2025年6月に加入し、前線の複数ポジションをこなせる即戦力として期待されています。
移籍金::ウォルヴァーハンプトンからマンチェスター・ユナイテッドへの移籍金は、約6250万ポンドと報じられています。
特徴::ボールを持って前進する推進力と、狭い局面でのひらめきを兼ね備えたアタッカーです。左寄りからのカットイン、中央でのラストパス、1トップでの裏抜けまでこなせます。
監督・選手の発言::マンチェスター・ユナイテッド公式では加入時に、プレミアリーグで実績を積んだ前線の補強として扱われました。ブラジルでは世代別代表時代から創造性を評価され、東京五輪の金メダル獲得メンバーにも名を連ねています。
記録::2019年にはライプツィヒで決めた超ロングループがブンデスリーガ月間最優秀ゴールに選ばれ、FIFAプスカシュ賞候補にも入りました。2024年2月にはチェルシー相手にスタンフォード・ブリッジでプレミア初ハットトリックを達成しています。
面白いエピソード::もともとはレシフェでフットサルをプレーしており、その影響が今の細かなタッチや狭い場所でのボールコントロールにつながっています。サイズがありながら足元で遊べる独特の感覚はフットサル育ちならではです。
意外な経歴::2024年末にはイプスウィッチ戦後のトラブルでFAから処分を受けるなど、感情の起伏がプレー外にも出るタイプとして知られます。その熱さも含めて、試合の流れを一気に変える爆発力を持つ前線の異端です。"
157997,A. Diallo,Midfielder,16,https://www.instagram.com/amaddiallo_19/,labelled_lines_v1,"生まれ::2002年7月11日、コートジボワール・アビジャン
国籍::コートジボワール
ポジション::ウイング / アタッキングミッドフィルダー
身長・利き足::173cm / 左利き
経歴::幼少期にイタリアへ渡り、ボカ・バルコを経てアタランタの下部組織に加入。プリマヴェーラで連覇を経験し、2019年にはセリエAデビュー戦でいきなり得点を決めました。
2021-: マンチェスター・ユナイテッド。2021年1月に加入し、レンジャーズ、サンダーランドへのローンを経てトップチームで存在感を高めてきました。
2022-2023: サンダーランド（ローン）。チャンピオンシップで14得点を挙げ、プレーオフ進出の原動力となりました。
移籍金::アタランタからマンチェスター・ユナイテッドへの移籍金は、出来高込みで最大3700万ユーロ規模と報じられています。
特徴::左足の繊細なボールタッチと、右サイドから内側へ切れ込んでラストプレーに絡む感覚が武器です。狭いスペースでのターン、スルーパス、フィニッシュを高い精度でまとめられます。
監督・選手の発言::マンチェスター・ユナイテッド公式でも近年は「Amad」の表記を前面に出しており、クラブ内で序列を上げた若手として扱われています。ローン先サンダーランドでも技術と勝負強さを高く評価され、復帰後のブレイクにつながりました。
記録::2019年にはセリエAで2002年生まれ初の得点者となりました。2025年1月にはサウサンプトン戦で12分間ハットトリックを達成し、マンチェスター・ユナイテッドでは2022年以降初のハットトリック達成者になっています。
面白いエピソード::2024年3月のFAカップ準々決勝リヴァプール戦では、延長後半ATに劇的決勝点を決めた直後、ユニフォームを脱いで2枚目の警告を受け退場しました。ヒーローと退場を同時にやってのける、強烈な印象を残した一戦です。
意外な経歴::現在は姓の「Diallo」よりも、ファーストネームだけの「Amad」で呼ばれることを好んでいます。アイデンティティの打ち出し方も含め、若い頃から国際舞台で自分の輪郭をはっきり示してきた選手です。"
747,Casemiro,Midfielder,18,https://www.instagram.com/casemiro/,labelled_lines_v1,"生まれ::1992年2月23日、ブラジル・サン・ジョゼ・ドス・カンポス
国籍::ブラジル
ポジション::守備的ミッドフィルダー
身長・利き足::185cm / 右利き
経歴::サンパウロの下部組織で育ち、10代でトップチームの主力に定着。2013年にレアル・マドリーへ渡り、カスティージャとトップチームを経て、2014-15シーズンはポルトへ武者修行に出ました。
2015-2022: レアル・マドリー。復帰後はジダン体制で絶対的アンカーとなり、チャンピオンズリーグ5回制覇を含む黄金期の中盤を支えました。
2022-: マンチェスター・ユナイテッド。2022年夏に加入し、初年度にEFLカップ優勝、翌年にはFAカップ制覇も経験しています。
移籍金::レアル・マドリーからマンチェスター・ユナイテッドへの移籍金は、約6000万ポンド＋出来高と報じられています。
特徴::ボール奪取、セカンド回収、危険察知の3点に秀でた守備的MFです。潰し役の印象が強い一方で、縦パスや展開力も高く、テンポを前向きに変える配球ができます。
監督・選手の発言::マンチェスター・ユナイテッド加入直後には、エリック・テン・ハフ監督から「素晴らしい存在」と評されました。レアル・マドリー時代もクロース、モドリッチと並ぶ中盤の土台として扱われ、スター軍団の均衡を保つ役割を担っていました。
記録::レアル・マドリーでチャンピオンズリーグ5回優勝、ラ・リーガ3回優勝という異次元の実績を持ちます。2017年のCL決勝ユヴェントス戦では豪快なミドルを沈め、決勝でも結果を残せる中盤として名を刻みました。
面白いエピソード::マンチェスター・ユナイテッド移籍前、ブレントフォードに0-4で敗れた後に「自分が立て直す」と代理人経由で伝えたという逸話が知られています。強烈な自負と責任感は、加入後すぐにサポーターの支持を集めた理由の一つです。
意外な経歴::若い頃は「カルロン」という愛称で呼ばれ、サンパウロ下部組織では主将も務めていました。派手なテクニシャンではなくても、幼少期からチームを締める中心人物として育ってきたタイプです。"
51494,M. Ugarte,Midfielder,25,https://www.instagram.com/manuelugarte13/,labelled_lines_v1,"生まれ::2001年4月11日、ウルグアイ・モンテビデオ
国籍::ウルグアイ
ポジション::守備的ミッドフィルダー / セントラルミッドフィルダー
身長・利き足::182cm / 右利き
経歴::シティ・パークを経てフェニックスの下部組織に加入し、15歳でトップチーム昇格。ウルグアイ国内では21世紀生まれ最年少のプロ出場記録を作りました。
2021: ファマリコン。ポルトガル移籍後、短期間で強度の高い守備と汎用性を示して評価を上げました。
2021-2023: スポルティングCP。ジョアン・パリーニャの控え想定で加入しながら、すぐに主力争いへ食い込み、チャンピオンズリーグでも強烈な守備指標を残しました。
2023-2024: パリ・サンジェルマン。加入初月からボール奪取力で話題となり、リーグ・アンでも“発見”級の補強と評されました。
2024-: マンチェスター・ユナイテッド。2024年8月に加入し、中盤の刈り取り役として期待されています。
移籍金::パリ・サンジェルマンからマンチェスター・ユナイテッドへの移籍金は、約5000万ユーロ規模と報じられています。
特徴::広い守備範囲で相手の前進を止めるボールハンター型MFです。寄せの速さだけでなく、タックル後にすぐ前向きなパスへつなげる切り替えの速さも武器です。
監督・選手の発言::スポルティング時代にはルベン・アモリム監督から信頼を得て出場機会を伸ばしました。PSG加入直後もフランス紙で“シーズン序盤の発見”と評されるなど、どの国でも最初に評価されるのは守備強度です。
記録::フェニックスでは15歳233日でプロデビューし、21世紀のウルグアイで最年少級の記録を打ち立てました。2022-23シーズンのチャンピオンズリーグ・グループステージでは、タックルとインターセプトの合計数で大会屈指の数字を残しています。
面白いエピソード::もともとはストライカーとしてプレーしていましたが、若くして中盤へコンバートされて才能が一気に開花しました。今では典型的な守備的MFに見えても、原点は前線の選手です。
意外な経歴::18歳でフェニックスのキャプテンを任された時期があり、荒々しい守備の印象に反して、早い段階からチームをまとめる立場も経験しています。若手時代から精神面の評価が高かったタイプです。"
284322,K. Mainoo,Midfielder,37,https://www.instagram.com/kobbie/,labelled_lines_v1,"生まれ::2005年4月19日、イングランド・ストックポート
国籍::イングランド
ポジション::ミッドフィルダー
身長・利き足::175cm / 右利き
経歴::チードル&ガトリー、フェイルズワース・ダイナモスで育ち、幼少期にマンチェスター・ユナイテッドのスカウト網へ入ってアカデミー加入。2022年にプロ契約を結び、2023年1月にトップチームデビューを果たしました。
2022-: マンチェスター・ユナイテッド。2023-24シーズンにプレミアリーグで本格ブレイクし、ボール保持時の落ち着きと前進力で中盤の主役候補へ浮上しています。
移籍金::下部組織出身のため、外部クラブからの移籍金は発生していません。
特徴::狭いエリアでもボールを失いにくく、相手の重心を外して前を向く持ち運びが得意です。テンポを落ち着かせるだけでなく、ターン一発で局面を前進させられるのが最大の強みです。
監督・選手の発言::マンチェスター・ユナイテッド公式はU-18昇格時から才能あるMFとして継続的に紹介してきました。2023-24シーズンの躍進後は、クラブ内外で「年齢以上に冷静」という評価が定着し、イングランド代表でも早い段階で信頼を勝ち取っています。
記録::2023年にジミー・マーフィー年間最優秀若手選手賞を受賞。2024年のFAカップ決勝ではマンチェスター・シティ相手に決勝点を挙げてマン・オブ・ザ・マッチに選ばれ、イングランド人ティーンエイジャーとしては久々の快挙を達成しました。
面白いエピソード::もともとは前線でもプレーしていたため、今でもゴール前での落ち着きが目立ちます。2024年2月のウォルヴァーハンプトン戦で決めた後半ATの決勝弾は、プレミアリーグ月間ベストゴールにも選ばれました。
意外な経歴::両親はガーナにルーツを持ちますが、本人はイングランド年代別代表を経てフル代表へ到達しました。アカデミー時代は地元色の強い環境で育ちつつ、国際舞台では別の文脈でも期待を集めた選手です。"
557460,T. Fletcher,Midfielder,39,,,
557462,S. Lacey,Attacker,7,,,
404769,Bendito Mantato,Attacker,7,,,
389309,O. Martin,Attacker,9,,,
70100,J. Zirkzee,Attacker,11,https://www.instagram.com/joshzirkzee/,labelled_lines_v1,"生まれ::2001年5月22日、オランダ・スヒーダム
国籍::オランダ
ポジション::フォワード
身長・利き足::193cm / 右利き
経歴::VVヘーケリンゲン、スパルターン'20、ADOデン・ハーグ、フェイエノールトを経て、2017年にバイエルンの育成組織へ加入。リザーブとトップで結果を残し、若くしてブンデスリーガ制覇も経験しました。
2021-2022: アンデルレヒト（ローン）。リーグ戦16得点9アシストを記録し、万能型CFとして評価を大きく高めました。
2022-2024: ボローニャ。2023-24シーズンはセリエA年間ベストイレブンと最優秀U-23選手に選ばれ、クラブのCL出場権獲得に貢献しました。
2024-: マンチェスター・ユナイテッド。2024年7月に加入し、前線のリンク役とフィニッシャーを兼ねるCFとして起用されています。
移籍金::ボローニャからマンチェスター・ユナイテッドへの移籍金は、約3650万ポンドと報じられています。
特徴::193センチのサイズを持ちながら、ポストだけでなく足元の連係やラストパスでも違いを作れるCFです。ゴール前で待つより、一度下りて受けて周囲を使いながら局面を動かすのが得意です。
監督・選手の発言::ボローニャ時代にはティアゴ・モッタの下で攻撃のハブとして完成度を高めました。マンチェスター・ユナイテッド加入後も、単なる高さ要員ではなく“つなげる9番”として扱われています。
記録::バイエルンでは途中出場から短時間で連続決勝点を挙げ、一気にトップ昇格候補として話題になりました。2023-24シーズンのボローニャでは11得点4アシストを記録し、セリエA最優秀U-23選手に選ばれています。
面白いエピソード::2019年12月のフライブルク戦では、バイエルンのトップデビュー直後にほぼワンタッチで決勝点を奪いました。数日後のヴォルフスブルク戦でもまた途中出場から決勝点を決め、“出てきたらすぐ決める若手”として強烈な印象を残しています。
意外な経歴::ナイジェリア系の母とオランダ人の父を持ち、オランダ国内ではフェイエノールトの育成にも在籍していました。オランダ育ちの大型CFでありながら、完成形はドイツとイタリアで磨かれた多国籍型です。"
20589,B. Mbeumo,Attacker,19,https://www.instagram.com/bryan_.m19/,labelled_lines_v1,"生まれ::1999年8月7日、フランス・アヴァロン
国籍::カメルーン
ポジション::アタッキングミッドフィルダー / フォワード
身長・利き足::171cm / 左利き
経歴::COアヴァロネ、ブールゴワン＝ジャイユーを経てトロワの育成組織に加入。2018年にトップチームへ定着し、2019年にブレントフォードへ移籍してイングランド挑戦を始めました。
2019-2025: ブレントフォード。昇格メンバーの一員となり、プレミアリーグでは右ワイド、2トップ、ウイングバックまで担う多才さで主力化。通算242試合出場まで積み上げて、クラブの成長期を支えました。
2025-: マンチェスター・ユナイテッド。2025年7月に加入し、ブレントフォードで磨いた得点関与力をより大きなクラブで試す段階に入りました。
移籍金::2019年のトロワからブレントフォード移籍は約580万ポンドのクラブ記録額、2025年のマンチェスター・ユナイテッド移籍はクラブ公式で加入発表済みです。
特徴::左足のキック精度と、右サイドから内側へ絞っていく運びが大きな武器です。狭い場所でもシュートに持ち込めるうえ、背後への抜け出しや前線守備の献身性も高く、前線の複数ポジションを回せます。
監督・選手の発言::マンチェスター・ユナイテッド公式は加入時に「ブレントフォードでプレミア屈指のアタッカーになった」と紹介しました。ブレントフォード時代にはトーマス・フランク監督が、得点力だけでなくハードワークと戦術理解の面でも重要戦力と繰り返し評価しています。
記録::トロワU-19時代には2018年のクープ・ガンバルデッラ決勝で2得点を記録。ブレントフォードでは2021-22シーズンにプレミアリーグのポスト直撃7回でリーグ最多タイとなり、2024-25シーズンにはエース格として得点関与を大きく伸ばしました。
面白いエピソード::2022年のFAカップ、ポート・ヴェイル戦では途中出場からハットトリックを達成し、ブレントフォード史上初の「途中出場ハットトリック達成者」になりました。爆発力がある反面、木枠に嫌われ続けた時期もあり、数字以上に記憶に残るアタッカーです。
意外な経歴::フランスの年代別代表経験者でしたが、A代表では父方にルーツを持つカメルーンを選択しました。2022年W杯にも出場しており、クラブキャリアはフランス経由でも代表キャリアはアフリカの文脈で積み上げています。"
